timestamp,open,high,low,close,volume
1672531200000,1196.13000000,1196.69000000,1194.55000000,1194.55000000,1245.88550000
1672532100000,1194.55000000,1196.70000000,1194.31000000,1196.61000000,1141.60750000
1672533000000,1196.62000000,1196.62000000,1192.72000000,1193.64000000,2206.94090000
1672533900000,1193.64000000,1195.06000000,1193.63000000,1194.09000000,1294.95010000
1672534800000,1194.09000000,1195.75000000,1193.84000000,1195.38000000,1175.80100000
1672535700000,1195.38000000,1195.61000000,1195.01000000,1195.45000000,534.11010000
1672536600000,1195.45000000,1195.58000000,1194.72000000,1194.92000000,815.54920000
1672537500000,1194.92000000,1196.37000000,1194.92000000,1196.02000000,631.74760000
1672538400000,1196.01000000,1196.02000000,1194.11000000,1195.22000000,1695.50410000
1672539300000,1195.21000000,1196.13000000,1195.02000000,1196.12000000,775.10990000
1672540200000,1196.13000000,1196.74000000,1195.27000000,1195.27000000,745.93400000
1672541100000,1195.28000000,1195.72000000,1195.27000000,1195.40000000,535.49960000
1672542000000,1195.41000000,1195.41000000,1192.28000000,1193.20000000,3422.85300000
1672542900000,1193.19000000,1193.40000000,1191.71000000,1193.38000000,2262.14150000
1672543800000,1193.39000000,1194.00000000,1193.17000000,1194.00000000,923.97970000
1672544700000,1194.00000000,1194.39000000,1193.75000000,1194.04000000,884.44650000
1672545600000,1194.05000000,1194.05000000,1192.63000000,1192.64000000,1580.23920000
1672546500000,1192.63000000,1192.85000000,1190.57000000,1192.18000000,3052.21940000
1672547400000,1192.18000000,1192.93000000,1192.03000000,1192.04000000,742.60900000
1672548300000,1192.03000000,1192.93000000,1191.98000000,1192.92000000,1034.18150000
1672549200000,1192.92000000,1193.53000000,1192.71000000,1193.29000000,614.58960000
1672550100000,1193.29000000,1194.26000000,1193.13000000,1194.18000000,639.88750000
1672551000000,1194.19000000,1194.26000000,1193.52000000,1194.10000000,541.52140000
1672551900000,1194.09000000,1194.67000000,1194.09000000,1194.54000000,520.34630000
1672552800000,1194.55000000,1195.23000000,1193.97000000,1194.09000000,1376.01060000
1672553700000,1194.09000000,1194.92000000,1194.09000000,1194.60000000,1068.87360000
1672554600000,1194.59000000,1194.60000000,1193.81000000,1194.37000000,642.78200000
1672555500000,1194.36000000,1194.82000000,1194.11000000,1194.81000000,1014.42950000
1672556400000,1194.81000000,1195.18000000,1193.63000000,1194.37000000,1675.18340000
1672557300000,1194.36000000,1194.61000000,1193.04000000,1194.60000000,1522.09550000
1672558200000,1194.61000000,1195.17000000,1193.80000000,1195.16000000,910.73220000
1672559100000,1195.16000000,1195.75000000,1194.61000000,1195.06000000,1718.75870000
1672560000000,1195.07000000,1195.90000000,1194.50000000,1194.51000000,1266.43820000
1672560900000,1194.50000000,1195.55000000,1194.38000000,1195.28000000,652.55020000
1672561800000,1195.27000000,1195.55000000,1194.24000000,1194.29000000,619.20200000
1672562700000,1194.30000000,1194.68000000,1194.17000000,1194.28000000,586.41180000
1672563600000,1194.27000000,1194.58000000,1193.98000000,1194.57000000,757.70540000
1672564500000,1194.56000000,1195.62000000,1194.56000000,1194.76000000,817.16210000
1672565400000,1194.76000000,1195.99000000,1194.76000000,1195.98000000,450.99080000
1672566300000,1195.98000000,1196.55000000,1195.60000000,1196.48000000,738.08950000
1672567200000,1196.47000000,1196.48000000,1195.70000000,1196.29000000,489.05010000
1672568100000,1196.29000000,1196.34000000,1195.98000000,1196.21000000,380.10430000
1672569000000,1196.22000000,1196.22000000,1195.59000000,1195.66000000,556.51410000
1672569900000,1195.66000000,1197.19000000,1195.66000000,1197.14000000,580.91240000
1672570800000,1197.14000000,1197.41000000,1196.59000000,1196.92000000,1058.88850000
1672571700000,1196.93000000,1196.93000000,1196.08000000,1196.16000000,618.41010000
1672572600000,1196.16000000,1196.44000000,1195.81000000,1196.05000000,773.11900000
1672573500000,1196.04000000,1196.35000000,1195.72000000,1196.34000000,403.63660000
1672574400000,1196.35000000,1197.55000000,1195.83000000,1197.21000000,1232.32200000
1672575300000,1197.21000000,1198.50000000,1196.73000000,1197.88000000,1598.10780000
1672576200000,1197.88000000,1198.36000000,1196.95000000,1197.02000000,908.78770000
1672577100000,1197.03000000,1197.58000000,1197.02000000,1197.17000000,679.51900000
1672578000000,1197.16000000,1197.29000000,1196.21000000,1196.37000000,939.55000000
1672578900000,1196.38000000,1196.38000000,1195.67000000,1196.06000000,836.40380000
1672579800000,1196.06000000,1196.12000000,1193.54000000,1194.56000000,2497.71230000
1672580700000,1194.56000000,1195.26000000,1194.17000000,1195.26000000,530.78290000
1672581600000,1195.26000000,1195.50000000,1194.69000000,1195.49000000,934.05850000
1672582500000,1195.49000000,1195.86000000,1195.43000000,1195.59000000,712.37060000
1672583400000,1195.58000000,1195.63000000,1194.84000000,1194.92000000,795.63120000
1672584300000,1194.92000000,1195.30000000,1194.20000000,1194.50000000,1054.19810000
1672585200000,1194.50000000,1195.36000000,1194.50000000,1195.36000000,652.06000000
1672586100000,1195.35000000,1195.51000000,1194.34000000,1195.21000000,809.14440000
1672587000000,1195.21000000,1196.14000000,1195.21000000,1196.08000000,736.90410000
1672587900000,1196.08000000,1196.81000000,1195.60000000,1196.81000000,573.30490000
1672588800000,1196.81000000,1197.74000000,1195.88000000,1196.07000000,1242.75860000
1672589700000,1196.07000000,1197.71000000,1196.06000000,1197.70000000,3257.31970000
1672590600000,1197.71000000,1198.35000000,1196.60000000,1196.88000000,3277.63490000
1672591500000,1196.88000000,1197.98000000,1196.80000000,1197.34000000,889.96930000
1672592400000,1197.35000000,1198.68000000,1197.34000000,1198.13000000,1235.37480000
1672593300000,1198.13000000,1203.50000000,1198.12000000,1200.88000000,6835.36220000
1672594200000,1200.88000000,1201.68000000,1200.36000000,1201.02000000,1427.59870000
1672595100000,1201.02000000,1201.08000000,1200.44000000,1200.68000000,930.70810000
1672596000000,1200.67000000,1202.91000000,1200.67000000,1201.86000000,2545.11780000
1672596900000,1201.86000000,1202.00000000,1201.14000000,1201.56000000,834.13220000
1672597800000,1201.56000000,1201.86000000,1201.04000000,1201.48000000,1182.19230000
1672598700000,1201.47000000,1201.48000000,1200.77000000,1200.92000000,707.71600000
1672599600000,1200.93000000,1203.39000000,1200.92000000,1203.33000000,2032.45960000
1672600500000,1203.33000000,1204.51000000,1202.22000000,1203.62000000,2359.35420000
1672601400000,1203.62000000,1203.70000000,1202.50000000,1202.51000000,1239.86690000
1672602300000,1202.51000000,1202.73000000,1201.50000000,1201.78000000,1018.94980000
1672603200000,1201.77000000,1202.27000000,1201.44000000,1202.19000000,1124.24850000
1672604100000,1202.19000000,1204.67000000,1202.19000000,1202.98000000,1842.75940000
1672605000000,1202.98000000,1203.59000000,1202.20000000,1202.21000000,821.18890000
1672605900000,1202.20000000,1202.50000000,1201.39000000,1201.40000000,635.56760000
1672606800000,1201.40000000,1201.72000000,1200.65000000,1200.95000000,1008.50090000
1672607700000,1200.96000000,1202.13000000,1200.95000000,1202.12000000,650.51080000
1672608600000,1202.12000000,1202.73000000,1201.83000000,1202.55000000,783.58730000
1672609500000,1202.55000000,1203.08000000,1202.36000000,1202.85000000,979.98810000
1672610400000,1202.85000000,1203.08000000,1202.40000000,1202.45000000,826.59840000
1672611300000,1202.45000000,1202.64000000,1202.23000000,1202.29000000,779.02810000
1672612200000,1202.28000000,1202.46000000,1202.06000000,1202.06000000,779.12460000
1672613100000,1202.07000000,1202.07000000,1200.45000000,1201.03000000,879.29980000
1672614000000,1201.04000000,1202.49000000,1200.29000000,1202.15000000,1864.02780000
1672614900000,1202.14000000,1202.37000000,1200.16000000,1200.17000000,3531.85330000
1672615800000,1200.16000000,1201.30000000,1199.36000000,1200.66000000,2594.33140000
1672616700000,1200.66000000,1201.00000000,1199.43000000,1200.34000000,2458.37650000
1672617600000,1200.33000000,1201.04000000,1199.50000000,1199.97000000,2168.89500000
1672618500000,1199.97000000,1199.97000000,1197.99000000,1198.17000000,1837.01530000
1672619400000,1198.17000000,1198.76000000,1197.50000000,1198.46000000,1492.08230000
1672620300000,1198.46000000,1198.61000000,1197.61000000,1198.16000000,763.11530000
1672621200000,1198.16000000,1198.31000000,1194.78000000,1195.76000000,8246.61190000
1672622100000,1195.75000000,1196.13000000,1193.00000000,1196.09000000,3685.16170000
1672623000000,1196.09000000,1196.44000000,1195.27000000,1196.03000000,953.30410000
1672623900000,1196.03000000,1196.03000000,1195.09000000,1195.16000000,937.79490000
1672624800000,1195.15000000,1196.41000000,1194.46000000,1196.26000000,1355.29230000
1672625700000,1196.27000000,1196.42000000,1195.55000000,1196.20000000,608.66200000
1672626600000,1196.21000000,1196.61000000,1196.16000000,1196.61000000,654.12740000
1672627500000,1196.61000000,1197.24000000,1196.60000000,1196.79000000,541.93360000
1672628400000,1196.79000000,1197.47000000,1196.58000000,1196.60000000,1570.71730000
1672629300000,1196.61000000,1197.24000000,1196.56000000,1196.91000000,857.86670000
1672630200000,1196.90000000,1197.84000000,1196.90000000,1197.73000000,732.62920000
1672631100000,1197.72000000,1203.53000000,1197.40000000,1201.94000000,5749.03880000
1672632000000,1201.94000000,1202.95000000,1200.14000000,1200.47000000,1875.48690000
1672632900000,1200.48000000,1201.11000000,1199.87000000,1200.84000000,2238.83390000
1672633800000,1200.85000000,1201.98000000,1200.25000000,1200.72000000,1522.79950000
1672634700000,1200.73000000,1201.86000000,1200.57000000,1201.85000000,800.76580000
1672635600000,1201.85000000,1202.29000000,1201.10000000,1201.21000000,1189.63710000
1672636500000,1201.21000000,1201.91000000,1200.15000000,1201.90000000,1380.47920000
1672637400000,1201.91000000,1202.55000000,1201.14000000,1202.55000000,1139.69570000
1672638300000,1202.55000000,1202.99000000,1202.34000000,1202.35000000,965.98300000
1672639200000,1202.36000000,1204.19000000,1202.35000000,1202.75000000,1620.24730000
1672640100000,1202.75000000,1203.72000000,1202.58000000,1202.58000000,845.26570000
1672641000000,1202.58000000,1202.59000000,1200.55000000,1200.95000000,2176.30350000
1672641900000,1200.95000000,1201.58000000,1200.79000000,1201.58000000,561.90590000
1672642800000,1201.58000000,1208.14000000,1201.39000000,1208.07000000,5467.51910000
1672643700000,1208.08000000,1220.00000000,1206.17000000,1212.95000000,29824.98830000
1672644600000,1212.95000000,1216.37000000,1212.01000000,1215.01000000,10255.24030000
1672645500000,1215.01000000,1215.37000000,1212.86000000,1213.09000000,4143.37100000
1672646400000,1213.08000000,1214.98000000,1212.74000000,1214.61000000,3293.13100000
1672647300000,1214.61000000,1216.23000000,1213.62000000,1215.24000000,3697.05530000
1672648200000,1215.23000000,1217.27000000,1215.23000000,1215.62000000,2367.46050000
1672649100000,1215.62000000,1216.68000000,1214.67000000,1215.94000000,2160.44220000
1672650000000,1215.93000000,1218.86000000,1215.74000000,1216.80000000,4704.71210000
1672650900000,1216.80000000,1218.48000000,1216.68000000,1217.10000000,2433.84150000
1672651800000,1217.10000000,1219.32000000,1217.06000000,1218.48000000,2933.87030000
1672652700000,1218.48000000,1218.61000000,1216.91000000,1217.18000000,3647.58160000
1672653600000,1217.18000000,1224.29000000,1216.61000000,1220.01000000,22666.62550000
1672654500000,1220.00000000,1220.62000000,1217.75000000,1218.35000000,6269.20730000
1672655400000,1218.35000000,1219.46000000,1217.13000000,1217.24000000,2827.10330000
